"","Transect","Station","Date","Tile.Type","Tile","Tile.Date","Taxa","cover_sum"
"2449",2,7,"27/10/2019","R","2 7 R","2 7 R 27/10/2019","RSW3",0.00265992865636147
"2450",2,7,"27/10/2019","R","2 7 R","2 7 R 27/10/2019","SA",0.0014592
"2451",2,7,"27/10/2019","R","2 7 R","2 7 R 27/10/2019","US2",0.580450178359096
"2452",2,7,"27/10/2019","S","2 7 S","2 7 S 27/10/2019","AM",0.374
"2453",2,7,"27/10/2019","S","2 7 S","2 7 S 27/10/2019","BC",0.004
"2454",2,7,"27/10/2019","S","2 7 S","2 7 S 27/10/2019","BS",0.346
"2455",2,7,"27/10/2019","S","2 7 S","2 7 S 27/10/2019","FSS",0.0010397146254459
"2456",2,7,"27/10/2019","S","2 7 S","2 7 S 27/10/2019","GEP",0.004
"2457",2,7,"27/10/2019","S","2 7 S","2 7 S 27/10/2019","ME",0.084
"2458",2,7,"27/10/2019","S","2 7 S","2 7 S 27/10/2019","OS",0.006
"2459",2,7,"27/10/2019","S","2 7 S","2 7 S 27/10/2019","PS",0.024913079667063
"2460",2,7,"27/10/2019","S","2 7 S","2 7 S 27/10/2019","REP",0.116
"2461",2,7,"27/10/2019","S","2 7 S","2 7 S 27/10/2019","SPT",0.006
"2462",2,7,"27/10/2019","S","2 7 S","2 7 S 27/10/2019","US1",0.12114209274673
"2463",2,7,"27/10/2019","S","2 7 S","2 7 S 27/10/2019","US2",0.232835671819263
"2464",3,1,"01/04/2022","S","3 1 S","3 1 S 01/04/2022","AM",0.265524625267666
"2465",3,1,"01/04/2022","S","3 1 S","3 1 S 01/04/2022","BS",0.109207708779443
"2466",3,1,"01/04/2022","S","3 1 S","3 1 S 01/04/2022","CHM",0.0492505353319058
"2467",3,1,"01/04/2022","S","3 1 S","3 1 S 01/04/2022","LN",0.00243638525564804
"2468",3,1,"01/04/2022","S","3 1 S","3 1 S 01/04/2022","ME",0.0107066381156317
"2469",3,1,"01/04/2022","S","3 1 S","3 1 S 01/04/2022","PV",0.00664020578132997
"2470",3,1,"01/04/2022","S","3 1 S","3 1 S 01/04/2022","SB",0.528907922912206
"2471",3,1,"09/10/2021","S","3 1 S","3 1 S 09/10/2021","AM",0.329140461215933
"2472",3,1,"09/10/2021","S","3 1 S","3 1 S 09/10/2021","AMR",0.00297764565992866
"2473",3,1,"09/10/2021","S","3 1 S","3 1 S 09/10/2021","BS",0.0985324947589098
"2474",3,1,"09/10/2021","S","3 1 S","3 1 S 09/10/2021","CHM",0.0482180293501048
"2475",3,1,"09/10/2021","S","3 1 S","3 1 S 09/10/2021","LN",0.0020884661117717
"2476",3,1,"09/10/2021","S","3 1 S","3 1 S 09/10/2021","LS",0.00099512485136742
"2477",3,1,"09/10/2021","S","3 1 S","3 1 S 09/10/2021","ME",0.00838574423480084
"2478",3,1,"09/10/2021","S","3 1 S","3 1 S 09/10/2021","SB",0.526205450733753
"2479",3,1,"12/04/2020","S","3 1 S","3 1 S 12/04/2020","AM",0.456
"2480",3,1,"12/04/2020","S","3 1 S","3 1 S 12/04/2020","BS",0.442
"2481",3,1,"12/04/2020","S","3 1 S","3 1 S 12/04/2020","CHM",0.032
"2482",3,1,"12/04/2020","S","3 1 S","3 1 S 12/04/2020","LN",0.0043
"2483",3,1,"12/04/2020","S","3 1 S","3 1 S 12/04/2020","LS",0.00148561236623068
"2484",3,1,"12/04/2020","S","3 1 S","3 1 S 12/04/2020","ME",0.002
"2485",3,1,"12/04/2020","S","3 1 S","3 1 S 12/04/2020","SB",0.094
"2486",3,1,"13/01/2021","S","3 1 S","3 1 S 13/01/2021","AM",0.603206412825651
"2487",3,1,"13/01/2021","S","3 1 S","3 1 S 13/01/2021","BS",0.176352705410822
"2488",3,1,"13/01/2021","S","3 1 S","3 1 S 13/01/2021","CHM",0.0440881763527054
"2489",3,1,"13/01/2021","S","3 1 S","3 1 S 13/01/2021","LN",0.00702104637336504
"2490",3,1,"13/01/2021","S","3 1 S","3 1 S 13/01/2021","LS",0.00108049940546968
"2491",3,1,"13/01/2021","S","3 1 S","3 1 S 13/01/2021","ME",0.00801603206412826
"2492",3,1,"13/01/2021","S","3 1 S","3 1 S 13/01/2021","PSP",0.00400801603206413
"2493",3,1,"13/01/2021","S","3 1 S","3 1 S 13/01/2021","SB",0.292585170340681
"2494",3,1,"13/07/2021","S","3 1 S","3 1 S 13/07/2021","AM",0.417695473251029
"2495",3,1,"13/07/2021","S","3 1 S","3 1 S 13/07/2021","BS",0.0987654320987654
"2496",3,1,"13/07/2021","S","3 1 S","3 1 S 13/07/2021","CHM",0.0473251028806584
"2497",3,1,"13/07/2021","S","3 1 S","3 1 S 13/07/2021","LN",0.00201117717003567
"2498",3,1,"13/07/2021","S","3 1 S","3 1 S 13/07/2021","LS",0.00279690844233056
"2499",3,1,"13/07/2021","S","3 1 S","3 1 S 13/07/2021","ME",0.0102880658436214
"2500",3,1,"13/07/2021","S","3 1 S","3 1 S 13/07/2021","SB",0.502057613168724
"2501",3,1,"17/10/2020","S","3 1 S","3 1 S 17/10/2020","AM",0.628
"2502",3,1,"17/10/2020","S","3 1 S","3 1 S 17/10/2020","BS",0.152
"2503",3,1,"17/10/2020","S","3 1 S","3 1 S 17/10/2020","CHM",0.044
"2504",3,1,"17/10/2020","S","3 1 S","3 1 S 17/10/2020","LN",0.00559048751486326
"2505",3,1,"17/10/2020","S","3 1 S","3 1 S 17/10/2020","LS",0.00190558858501784
"2506",3,1,"17/10/2020","S","3 1 S","3 1 S 17/10/2020","ME",0.004
"2507",3,1,"17/10/2020","S","3 1 S","3 1 S 17/10/2020","PSP",0.002
"2508",3,1,"17/10/2020","S","3 1 S","3 1 S 17/10/2020","SB",0.326
"2509",3,1,"20/01/2022","S","3 1 S","3 1 S 20/01/2022","AM",0.276008492569002
"2510",3,1,"20/01/2022","S","3 1 S","3 1 S 20/01/2022","AMR",0.000360879904875149
"2511",3,1,"20/01/2022","S","3 1 S","3 1 S 20/01/2022","BS",0.0997876857749469
"2512",3,1,"20/01/2022","S","3 1 S","3 1 S 20/01/2022","CHM",0.0488322717622081
"2513",3,1,"20/01/2022","S","3 1 S","3 1 S 20/01/2022","LN",0.00282960760998811
"2514",3,1,"20/01/2022","S","3 1 S","3 1 S 20/01/2022","ME",0.0125861036426658
"2515",3,1,"20/01/2022","S","3 1 S","3 1 S 20/01/2022","PV",0.012167479822575
"2516",3,1,"20/01/2022","S","3 1 S","3 1 S 20/01/2022","SB",0.532908704883227
"2517",3,1,"20/07/2020","S","3 1 S","3 1 S 20/07/2020","AM",0.624
"2518",3,1,"20/07/2020","S","3 1 S","3 1 S 20/07/2020","BS",0.118
"2519",3,1,"20/07/2020","S","3 1 S","3 1 S 20/07/2020","CHM",0.042
"2520",3,1,"20/07/2020","S","3 1 S","3 1 S 20/07/2020","LN",0.00126195005945303
"2521",3,1,"20/07/2020","S","3 1 S","3 1 S 20/07/2020","LS",0.000306658739595719
"2522",3,1,"20/07/2020","S","3 1 S","3 1 S 20/07/2020","SB",0.378
"2523",3,1,"21/01/2020","S","3 1 S","3 1 S 21/01/2020","AM",0.608
"2524",3,1,"21/01/2020","S","3 1 S","3 1 S 21/01/2020","BS",0.312
"2525",3,1,"21/01/2020","S","3 1 S","3 1 S 21/01/2020","CHM",0.036
"2526",3,1,"21/01/2020","S","3 1 S","3 1 S 21/01/2020","LN",0.00227205707491082
"2527",3,1,"21/01/2020","S","3 1 S","3 1 S 21/01/2020","LS",0.000276932223543401
"2528",3,1,"21/01/2020","S","3 1 S","3 1 S 21/01/2020","SB",0.096
"2529",3,1,"27/04/2021","S","3 1 S","3 1 S 27/04/2021","AM",0.554639175257732
"2530",3,1,"27/04/2021","S","3 1 S","3 1 S 27/04/2021","AMR",0.000193222354340071
"2531",3,1,"27/04/2021","S","3 1 S","3 1 S 27/04/2021","BS",0.150515463917526
"2532",3,1,"27/04/2021","S","3 1 S","3 1 S 27/04/2021","CHM",0.0515463917525773
"2533",3,1,"27/04/2021","S","3 1 S","3 1 S 27/04/2021","LN",0.00692877526753864
"2534",3,1,"27/04/2021","S","3 1 S","3 1 S 27/04/2021","LS",0.00186516052318668
"2535",3,1,"27/04/2021","S","3 1 S","3 1 S 27/04/2021","ME",0.00824742268041237
"2536",3,1,"27/04/2021","S","3 1 S","3 1 S 27/04/2021","PSP",0.00206185567010309
"2537",3,1,"27/04/2021","S","3 1 S","3 1 S 27/04/2021","SB",0.296907216494845
"2538",3,1,"27/10/2019","S","3 1 S","3 1 S 27/10/2019","AM",0.636
"2539",3,1,"27/10/2019","S","3 1 S","3 1 S 27/10/2019","BS",0.292
"2540",3,1,"27/10/2019","S","3 1 S","3 1 S 27/10/2019","CHM",0.03
"2541",3,1,"27/10/2019","S","3 1 S","3 1 S 27/10/2019","LN",0.000560760998810939
"2542",3,1,"27/10/2019","S","3 1 S","3 1 S 27/10/2019","ME",0.000478002378121284
"2543",3,1,"27/10/2019","S","3 1 S","3 1 S 27/10/2019","PSP",0.00557407847800238
"2544",3,1,"27/10/2019","S","3 1 S","3 1 S 27/10/2019","SB",0.096
"2545",3,2,"01/04/2022","R","3 2 R","3 2 R 01/04/2022","AM",0.131818865521918
"2546",3,2,"01/04/2022","R","3 2 R","3 2 R 01/04/2022","BS",0.400068544988845
"2547",3,2,"01/04/2022","R","3 2 R","3 2 R 01/04/2022","CHM",0.00145294117647059
"2548",3,2,"01/04/2022","R","3 2 R","3 2 R 01/04/2022","ME",0.122303655389281
"2549",3,2,"01/04/2022","R","3 2 R","3 2 R 01/04/2022","PV",0.0200855144435895
"2550",3,2,"01/04/2022","R","3 2 R","3 2 R 01/04/2022","SB",0.51168147566719
"2551",3,2,"01/04/2022","S","3 2 S","3 2 S 01/04/2022","AM",0.103950103950104
"2552",3,2,"01/04/2022","S","3 2 S","3 2 S 01/04/2022","BS",0.122661122661123
"2553",3,2,"01/04/2022","S","3 2 S","3 2 S 01/04/2022","ME",0.203742203742204
"2554",3,2,"01/04/2022","S","3 2 S","3 2 S 01/04/2022","PSP",0.00207900207900208
"2555",3,2,"01/04/2022","S","3 2 S","3 2 S 01/04/2022","SB",0.617463617463617
"2556",3,2,"09/10/2021","R","3 2 R","3 2 R 09/10/2021","AM",0.150092674150698
"2557",3,2,"09/10/2021","R","3 2 R","3 2 R 09/10/2021","BS",0.381598985483887
"2558",3,2,"09/10/2021","R","3 2 R","3 2 R 09/10/2021","CHM",0.0014172131147541
"2559",3,2,"09/10/2021","R","3 2 R","3 2 R 09/10/2021","LN",0.000676575505350773
"2560",3,2,"09/10/2021","R","3 2 R","3 2 R 09/10/2021","ME",0.114787489688913
"2561",3,2,"09/10/2021","R","3 2 R","3 2 R 09/10/2021","PV",0.0208042221917798
"2562",3,2,"09/10/2021","R","3 2 R","3 2 R 09/10/2021","SB",0.546381295925817
"2563",3,2,"09/10/2021","S","3 2 S","3 2 S 09/10/2021","ACSP",0.000102853745541023
"2564",3,2,"09/10/2021","S","3 2 S","3 2 S 09/10/2021","AM",0.121212121212121
"2565",3,2,"09/10/2021","S","3 2 S","3 2 S 09/10/2021","AMR",0.000459096313912009
"2566",3,2,"09/10/2021","S","3 2 S","3 2 S 09/10/2021","BS",0.098989898989899
"2567",3,2,"09/10/2021","S","3 2 S","3 2 S 09/10/2021","CHM",0.00202020202020202
"2568",3,2,"09/10/2021","S","3 2 S","3 2 S 09/10/2021","LN",0.000367419738406659
"2569",3,2,"09/10/2021","S","3 2 S","3 2 S 09/10/2021","ME",0.2
"2570",3,2,"09/10/2021","S","3 2 S","3 2 S 09/10/2021","PV",0.00722423281567158
"2571",3,2,"09/10/2021","S","3 2 S","3 2 S 09/10/2021","SB",0.692929292929293
"2572",3,2,"12/04/2020","R","3 2 R","3 2 R 12/04/2020","AM",0.0926710949681897
"2573",3,2,"12/04/2020","R","3 2 R","3 2 R 12/04/2020","BS",0.461467189820706
"2574",3,2,"12/04/2020","R","3 2 R","3 2 R 12/04/2020","CHM",0.0013832
"2575",3,2,"12/04/2020","R","3 2 R","3 2 R 12/04/2020","FSS",0.0136518430439952
"2576",3,2,"12/04/2020","R","3 2 R","3 2 R 12/04/2020","LN",0.000923067776456599
"2577",3,2,"12/04/2020","R","3 2 R","3 2 R 12/04/2020","ME",0.00487764565992866
"2578",3,2,"12/04/2020","R","3 2 R","3 2 R 12/04/2020","SB",0.489761719838057
"2579",3,2,"12/04/2020","S","3 2 S","3 2 S 12/04/2020","AM",0.202
"2580",3,2,"12/04/2020","S","3 2 S","3 2 S 12/04/2020","BS",0.264
"2581",3,2,"12/04/2020","S","3 2 S","3 2 S 12/04/2020","CHM",0.002
"2582",3,2,"12/04/2020","S","3 2 S","3 2 S 12/04/2020","LN",0.0022077288941736
"2583",3,2,"12/04/2020","S","3 2 S","3 2 S 12/04/2020","LS",0.00154458977407848
"2584",3,2,"12/04/2020","S","3 2 S","3 2 S 12/04/2020","ME",0.00104768133174792
"2585",3,2,"12/04/2020","S","3 2 S","3 2 S 12/04/2020","PSP",0.0014678953626635
"2586",3,2,"12/04/2020","S","3 2 S","3 2 S 12/04/2020","SB",0.658
"2587",3,2,"13/01/2021","R","3 2 R","3 2 R 13/01/2021","AM",0.0559416633150627
"2588",3,2,"13/01/2021","R","3 2 R","3 2 R 13/01/2021","AMR",0.000104280618311534
"2589",3,2,"13/01/2021","R","3 2 R","3 2 R 13/01/2021","BS",0.46629849682013
"2590",3,2,"13/01/2021","R","3 2 R","3 2 R 13/01/2021","CHM",0.00415791583166333
"2591",3,2,"13/01/2021","R","3 2 R","3 2 R 13/01/2021","LN",0.00317728894173603
"2592",3,2,"13/01/2021","R","3 2 R","3 2 R 13/01/2021","ME",0.0754676552642591
"2593",3,2,"13/01/2021","R","3 2 R","3 2 R 13/01/2021","PSP",0.00353923900118906
"2594",3,2,"13/01/2021","R","3 2 R","3 2 R 13/01/2021","SB",0.492003481804557
"2595",3,2,"13/01/2021","S","3 2 S","3 2 S 13/01/2021","AM",0.14859437751004
"2596",3,2,"13/01/2021","S","3 2 S","3 2 S 13/01/2021","BS",0.305220883534137
"2597",3,2,"13/01/2021","S","3 2 S","3 2 S 13/01/2021","CHM",0.00602409638554217
"2598",3,2,"13/01/2021","S","3 2 S","3 2 S 13/01/2021","LN",0.00408406658739596
"2599",3,2,"13/01/2021","S","3 2 S","3 2 S 13/01/2021","ME",0.0542168674698795
"2600",3,2,"13/01/2021","S","3 2 S","3 2 S 13/01/2021","PSP",0.000431866825208086
"2601",3,2,"13/01/2021","S","3 2 S","3 2 S 13/01/2021","SB",0.576305220883534
"2602",3,2,"13/07/2021","R","3 2 R","3 2 R 13/07/2021","AM",0.0485005918249313
"2603",3,2,"13/07/2021","R","3 2 R","3 2 R 13/07/2021","AMR",0.000167538644470868
"2604",3,2,"13/07/2021","R","3 2 R","3 2 R 13/07/2021","BS",0.376834566164233
"2605",3,2,"13/07/2021","R","3 2 R","3 2 R 13/07/2021","CHM",0.00141142857142857
"2606",3,2,"13/07/2021","R","3 2 R","3 2 R 13/07/2021","LN",0.000657193816884661
"2607",3,2,"13/07/2021","R","3 2 R","3 2 R 13/07/2021","LS",0.000352318668252081
"2608",3,2,"13/07/2021","R","3 2 R","3 2 R 13/07/2021","ME",0.0740309387282965
"2609",3,2,"13/07/2021","R","3 2 R","3 2 R 13/07/2021","PS",0.00544958382877527
"2610",3,2,"13/07/2021","R","3 2 R","3 2 R 13/07/2021","PSP",0.00141142857142857
"2611",3,2,"13/07/2021","R","3 2 R","3 2 R 13/07/2021","SB",0.621776367134477
"2612",3,2,"13/07/2021","R","3 2 R","3 2 R 13/07/2021","US1",0.00929952437574316
"2613",3,2,"13/07/2021","S","3 2 S","3 2 S 13/07/2021","AM",0.0120481927710843
"2614",3,2,"13/07/2021","S","3 2 S","3 2 S 13/07/2021","BS",0.0883534136546185
"2615",3,2,"13/07/2021","S","3 2 S","3 2 S 13/07/2021","ME",0.00602409638554217
"2616",3,2,"13/07/2021","S","3 2 S","3 2 S 13/07/2021","PS",0.0164554102259215
"2617",3,2,"13/07/2021","S","3 2 S","3 2 S 13/07/2021","SB",0.070281124497992
"2618",3,2,"13/07/2021","S","3 2 S","3 2 S 13/07/2021","US1",0.833333333333333
"2619",3,2,"17/10/2020","R","3 2 R","3 2 R 17/10/2020","AM",0.0756963599768652
"2620",3,2,"17/10/2020","R","3 2 R","3 2 R 17/10/2020","BS",0.405010184846732
"2621",3,2,"17/10/2020","R","3 2 R","3 2 R 17/10/2020","CHM",0.0041496
"2622",3,2,"17/10/2020","R","3 2 R","3 2 R 17/10/2020","LN",0.00448240190249703
"2623",3,2,"17/10/2020","R","3 2 R","3 2 R 17/10/2020","LS",0.0028769322235434
"2624",3,2,"17/10/2020","R","3 2 R","3 2 R 17/10/2020","ME",0.0994583449392713
"2625",3,2,"17/10/2020","R","3 2 R","3 2 R 17/10/2020","PV",0.00603643477118663
"2626",3,2,"17/10/2020","R","3 2 R","3 2 R 17/10/2020","SB",0.570990879814922
"2627",3,2,"17/10/2020","S","3 2 S","3 2 S 17/10/2020","AM",0.184
"2628",3,2,"17/10/2020","S","3 2 S","3 2 S 17/10/2020","BS",0.228
"2629",3,2,"17/10/2020","S","3 2 S","3 2 S 17/10/2020","CHM",0.006
"2630",3,2,"17/10/2020","S","3 2 S","3 2 S 17/10/2020","LN",0.00484149821640904
"2631",3,2,"17/10/2020","S","3 2 S","3 2 S 17/10/2020","LS",0.00591498216409037
"2632",3,2,"17/10/2020","S","3 2 S","3 2 S 17/10/2020","ME",0.052
"2633",3,2,"17/10/2020","S","3 2 S","3 2 S 17/10/2020","PSP",0.00173733650416171
"2634",3,2,"17/10/2020","S","3 2 S","3 2 S 17/10/2020","SB",0.682
"2635",3,2,"17/10/2020","S","3 2 S","3 2 S 17/10/2020","US1",0.000270868014268728
"2636",3,2,"20/01/2022","R","3 2 R","3 2 R 20/01/2022","AM",0.141039226774311
"2637",3,2,"20/01/2022","R","3 2 R","3 2 R 20/01/2022","BS",0.39108928848688
"2638",3,2,"20/01/2022","R","3 2 R","3 2 R 20/01/2022","CHM",0.0014259793814433
"2639",3,2,"20/01/2022","R","3 2 R","3 2 R 20/01/2022","ME",0.117052819519059
"2640",3,2,"20/01/2022","R","3 2 R","3 2 R 20/01/2022","PV",0.026334187139228
"2641",3,2,"20/01/2022","R","3 2 R","3 2 R 20/01/2022","SB",0.519298108077489
"2642",3,2,"20/01/2022","S","3 2 S","3 2 S 20/01/2022","AM",0.108606557377049
"2643",3,2,"20/01/2022","S","3 2 S","3 2 S 20/01/2022","BS",0.114754098360656
"2644",3,2,"20/01/2022","S","3 2 S","3 2 S 20/01/2022","CHM",0.00204918032786885
"2645",3,2,"20/01/2022","S","3 2 S","3 2 S 20/01/2022","LN",0.000890606420927467
"2646",3,2,"20/01/2022","S","3 2 S","3 2 S 20/01/2022","ME",0.204918032786885
"2647",3,2,"20/01/2022","S","3 2 S","3 2 S 20/01/2022","PV",0.00727731428237267
"2648",3,2,"20/01/2022","S","3 2 S","3 2 S 20/01/2022","SB",0.629098360655738
"2649",3,2,"20/07/2020","R","3 2 R","3 2 R 20/07/2020","AM",0.0896538049739734
"2650",3,2,"20/07/2020","R","3 2 R","3 2 R 20/07/2020","BS",0.37885482984384
"2651",3,2,"20/07/2020","R","3 2 R","3 2 R 20/07/2020","CHM",0.0041496
"2652",3,2,"20/07/2020","R","3 2 R","3 2 R 20/07/2020","LN",0.0024423305588585
"2653",3,2,"20/07/2020","R","3 2 R","3 2 R 20/07/2020","LS",0.0279067776456599
"2654",3,2,"20/07/2020","R","3 2 R","3 2 R 20/07/2020","ME",0.0340749149797571
"2655",3,2,"20/07/2020","R","3 2 R","3 2 R 20/07/2020","PS",0.0130216409036861
"2656",3,2,"20/07/2020","R","3 2 R","3 2 R 20/07/2020","SB",0.66793701978022
"2657",3,2,"20/07/2020","R","3 2 R","3 2 R 20/07/2020","US1",0.0296190249702735
"2658",3,2,"20/07/2020","S","3 2 S","3 2 S 20/07/2020","AM",0.218436873747495
"2659",3,2,"20/07/2020","S","3 2 S","3 2 S 20/07/2020","BS",0.166332665330661
"2660",3,2,"20/07/2020","S","3 2 S","3 2 S 20/07/2020","CHM",0.00601202404809619
"2661",3,2,"20/07/2020","S","3 2 S","3 2 S 20/07/2020","LN",0.00665564803804994
"2662",3,2,"20/07/2020","S","3 2 S","3 2 S 20/07/2020","LS",0.0380011890606421
"2663",3,2,"20/07/2020","S","3 2 S","3 2 S 20/07/2020","ME",0.00400801603206413
"2664",3,2,"20/07/2020","S","3 2 S","3 2 S 20/07/2020","SB",0.775551102204409
"2665",3,2,"20/07/2020","S","3 2 S","3 2 S 20/07/2020","US1",0.31062124248497
"2666",3,2,"21/01/2020","R","3 2 R","3 2 R 21/01/2020","AM",0.152901364950839
"2667",3,2,"21/01/2020","R","3 2 R","3 2 R 21/01/2020","AMR",8.35909631391201e-05
"2668",3,2,"21/01/2020","R","3 2 R","3 2 R 21/01/2020","BS",0.415445254829381
"2669",3,2,"21/01/2020","R","3 2 R","3 2 R 21/01/2020","CHM",0.0013832
"2670",3,2,"21/01/2020","R","3 2 R","3 2 R 21/01/2020","FSS",0.00799167657550535
"2671",3,2,"21/01/2020","R","3 2 R","3 2 R 21/01/2020","LN",0.000384185493460166
"2672",3,2,"21/01/2020","R","3 2 R","3 2 R 21/01/2020","LS",0.00010332936979786
"2673",3,2,"21/01/2020","R","3 2 R","3 2 R 21/01/2020","ME",0.00651285802615933
"2674",3,2,"21/01/2020","R","3 2 R","3 2 R 21/01/2020","PV",0.0049629508235053
"2675",3,2,"21/01/2020","R","3 2 R","3 2 R 21/01/2020","SB",0.550242879814922
"2676",3,2,"21/01/2020","S","3 2 S","3 2 S 21/01/2020","AM",0.318
"2677",3,2,"21/01/2020","S","3 2 S","3 2 S 21/01/2020","AMR",0.000117122473246136
"2678",3,2,"21/01/2020","S","3 2 S","3 2 S 21/01/2020","BS",0.184
"2679",3,2,"21/01/2020","S","3 2 S","3 2 S 21/01/2020","CHM",0.002
"2680",3,2,"21/01/2020","S","3 2 S","3 2 S 21/01/2020","LN",0.00302544589774078
"2681",3,2,"21/01/2020","S","3 2 S","3 2 S 21/01/2020","LS",0.00091141498216409
"2682",3,2,"21/01/2020","S","3 2 S","3 2 S 21/01/2020","ME",0.00256206896551724
"2683",3,2,"21/01/2020","S","3 2 S","3 2 S 21/01/2020","PS",0.00333543400713436
"2684",3,2,"21/01/2020","S","3 2 S","3 2 S 21/01/2020","PSP",0.000799524375743163
"2685",3,2,"21/01/2020","S","3 2 S","3 2 S 21/01/2020","SB",0.712
"2686",3,2,"27/04/2021","R","3 2 R","3 2 R 27/04/2021","AM",0.0476057870221613
"2687",3,2,"27/04/2021","R","3 2 R","3 2 R 27/04/2021","BS",0.457296764227758
"2688",3,2,"27/04/2021","R","3 2 R","3 2 R 27/04/2021","CHM",0.00284609053497942
"2689",3,2,"27/04/2021","R","3 2 R","3 2 R 27/04/2021","LN",0.000777764565992866
"2690",3,2,"27/04/2021","R","3 2 R","3 2 R 27/04/2021","ME",0.0860246090058956
"2691",3,2,"27/04/2021","R","3 2 R","3 2 R 27/04/2021","PV",0.0161338212427983
"2692",3,2,"27/04/2021","R","3 2 R","3 2 R 27/04/2021","SB",0.446044860965329
"2693",3,2,"27/04/2021","S","3 2 S","3 2 S 27/04/2021","AM",0.118951612903226
"2694",3,2,"27/04/2021","S","3 2 S","3 2 S 27/04/2021","BS",0.290322580645161
"2695",3,2,"27/04/2021","S","3 2 S","3 2 S 27/04/2021","CHM",0.00604838709677419
"2696",3,2,"27/04/2021","S","3 2 S","3 2 S 27/04/2021","LN",0.00105969084423306
"2697",3,2,"27/04/2021","S","3 2 S","3 2 S 27/04/2021","ME",0.0564516129032258
"2698",3,2,"27/04/2021","S","3 2 S","3 2 S 27/04/2021","PV",0.0112074834106862
"2699",3,2,"27/04/2021","S","3 2 S","3 2 S 27/04/2021","SB",0.528225806451613
"2700",3,2,"27/10/2019","R","3 2 R","3 2 R 27/10/2019","AM",0.193766834933488
"2701",3,2,"27/10/2019","R","3 2 R","3 2 R 27/10/2019","AMR",0.000132461355529132
"2702",3,2,"27/10/2019","R","3 2 R","3 2 R 27/10/2019","BS",0.35395722984384
"2703",3,2,"27/10/2019","R","3 2 R","3 2 R 27/10/2019","CHM",0.0013832
"2704",3,2,"27/10/2019","R","3 2 R","3 2 R 27/10/2019","FSS",0.00194340071343639
"2705",3,2,"27/10/2019","R","3 2 R","3 2 R 27/10/2019","LL",0.00518870392390012
"2706",3,2,"27/10/2019","R","3 2 R","3 2 R 27/10/2019","LN",0.000718906064209275
"2707",3,2,"27/10/2019","R","3 2 R","3 2 R 27/10/2019","LS",0.000104280618311534
"2708",3,2,"27/10/2019","R","3 2 R","3 2 R 27/10/2019","ME",0.00553519619500595
"2709",3,2,"27/10/2019","R","3 2 R","3 2 R 27/10/2019","PSP",0.00161783590963139
"2710",3,2,"27/10/2019","R","3 2 R","3 2 R 27/10/2019","SB",0.635747084788895
"2711",3,2,"27/10/2019","S","3 2 S","3 2 S 27/10/2019","AM",0.418
"2712",3,2,"27/10/2019","S","3 2 S","3 2 S 27/10/2019","BS",0.13
"2713",3,2,"27/10/2019","S","3 2 S","3 2 S 27/10/2019","LN",0.00196741973840666
"2714",3,2,"27/10/2019","S","3 2 S","3 2 S 27/10/2019","LS",0.000674197384066587
"2715",3,2,"27/10/2019","S","3 2 S","3 2 S 27/10/2019","ME",0.00224387633769322
"2716",3,2,"27/10/2019","S","3 2 S","3 2 S 27/10/2019","PS",0.0179489892984542
"2717",3,2,"27/10/2019","S","3 2 S","3 2 S 27/10/2019","SB",0.776
"2718",3,3,"01/04/2022","R","3 3 R","3 3 R 01/04/2022","AM",0.12265451816915
"2719",3,3,"01/04/2022","R","3 3 R","3 3 R 01/04/2022","BS",0.412033244006146
"2720",3,3,"01/04/2022","R","3 3 R","3 3 R 01/04/2022","CHM",0.00445784114052953
"2721",3,3,"01/04/2022","R","3 3 R","3 3 R 01/04/2022","ME",0.126433272590846
"2722",3,3,"01/04/2022","R","3 3 R","3 3 R 01/04/2022","PV",0.0305350557442013
"2723",3,3,"01/04/2022","R","3 3 R","3 3 R 01/04/2022","SB",0.528032350734269
"2724",3,3,"01/04/2022","S","3 3 S","3 3 S 01/04/2022","AM",0.272164948453608
"2725",3,3,"01/04/2022","S","3 3 S","3 3 S 01/04/2022","BS",0.117525773195876
"2726",3,3,"01/04/2022","S","3 3 S","3 3 S 01/04/2022","CHM",0.0144329896907217
"2727",3,3,"01/04/2022","S","3 3 S","3 3 S 01/04/2022","ME",0.107216494845361
"2728",3,3,"01/04/2022","S","3 3 S","3 3 S 01/04/2022","PD",0.00584589774078478
"2729",3,3,"01/04/2022","S","3 3 S","3 3 S 01/04/2022","PV",0.0277972234821089
"2730",3,3,"01/04/2022","S","3 3 S","3 3 S 01/04/2022","SB",0.505154639175258
"2731",3,3,"09/10/2021","R","3 3 R","3 3 R 09/10/2021","AM",0.183624106825768
"2732",3,3,"09/10/2021","R","3 3 R","3 3 R 09/10/2021","BS",0.393643511613041
"2733",3,3,"09/10/2021","R","3 3 R","3 3 R 09/10/2021","CHM",0.00443076923076923
"2734",3,3,"09/10/2021","R","3 3 R","3 3 R 09/10/2021","LS",0.000765873959571938
"2735",3,3,"09/10/2021","R","3 3 R","3 3 R 09/10/2021","ME",0.113090446764685
"2736",3,3,"09/10/2021","R","3 3 R","3 3 R 09/10/2021","PV",0.0430005729095011
"2737",3,3,"09/10/2021","R","3 3 R","3 3 R 09/10/2021","SB",0.569355025214859
"2738",3,3,"09/10/2021","S","3 3 S","3 3 S 09/10/2021","AM",0.349494949494949
